ID;CodigoPrograma;GradoMinimo;GradoMaximo;Estado;NoAnual;Dias;Transporte;TipoPago;Precio;Seguro;SeguroCancelado;PorcentajeSeguro;PagoCancelado;Chaperones;LineaPobreza;Region;SegmentoCRM;TipoEscuela;ReunionPadres;MenorGradoEscuela;MayorGrado Escuela;TotalAlumnosEscuela;NivelIngresos;PagoFacil;ApoyoOficial;TipoPrograma;NuevoExistente;ParticipantesPago;TotalIngreso;Reuniones;DiasPrimeraReunion;DiasUltimaReunion;TipoGradoMinimo;TipoGradoMaximo;MesPartida;CodigoAgregacionPrograma;MismoGrado;ParticipantesEstudiantado;RatioPago;Tamano;Retenidos2020
818;HD;6;8;IL;1;4;A;NA;1468;5;0;0.625;0;1;B;Other;10;PUBLIC;1;K;8;870;O;0.25;0;East Coast;EXISTING;8;1468;1;218;218;Middle;Middle;April;H;0;0.009195402;0.888888889;L;0
819;HD;10;10;MN;0;4;A;NA;1632;4;2;0.364;2;2;B;Other;5;PUBLIC;1;8;12;1125;K;0.546;0;East Coast;EXISTING;11;1632;1;190;190;High;High;April;H;1;0.009777778;0.846153846;L;0
820;HD;8;8;TN;0;5;B;NA;781;15;4;0.556;5;2;C;Other;10;PUBLIC;1;6;12;1003;N;0.407;0;East Coast;EXISTING;27;781;2;336;222;Middle;Middle;April;H;1;0.026919242;0.931034483;L;1
821;HD;7;8;AZ;0;5;A;FR;1932;12;4;0.857;6;2;C;Other;10;PUBLIC;1;7;8;400;I;0.071;0;East Coast;EXISTING;14;1932;1;229;229;Middle;Middle;April;H;0;0.035;0.875;S-M;0
822;HD;7;8;CA;1;5;A;NA;2074;2;5;0.4;5;1;B;Northern California;5;PUBLIC;1;6;8;984;Q;0.2;0;East Coast;NEW;5;2074;1;203;203;Middle;Middle;April;H;0;0.005081301;0.833333333;L;0
823;HD;8;9;CA;0;5;A;NA;2020;17;2;0.5;5;2;B;Northern California;5;PUBLIC;1;6;8;650;M;0.235;0;East Coast;EXISTING;34;2020;2;203;202;Middle;High;April;H;0;0.052307692;0.944444444;M-L;1
824;HD;8;8;CA;0;5;A;FR;1980;7;2;0.636;3;1;B;Northern California;5;PUBLIC;1;6;8;492;O;0;0;East Coast;EXISTING;11;1980;2;222;203;Middle;Middle;April;H;1;0.022357724;0.916666667;S-M;0
825;HD;7;8;CA;1;5;A;NA;1999;7;3;0.636;8;2;C;Northern California;5;PUBLIC;1;K;8;710;O;0.273;0;East Coast;NEW;11;1999;1;217;217;Middle;Middle;April;H;0;0.015492958;0.846153846;M-L;0
826;HD;NA;NA;CA;0;5;A;NA;2199;31;9;0.705;8;4;B;Southern California;5;PUBLIC;1;K;8;769;Q;0.068;0;East Coast;NEW;44;2199;1;201;201;Undefined;Undefined;April;H;0;0.057217165;0.916666667;M-L;1
827;HD;7;8;CA;0;5;A;NA;1955;4;5;0.333;10;1;;Southern California;10;Catholic;1;K;8;168;J;0.25;0;East Coast;NEW;12;1955;1;179;179;Middle;Middle;April;H;0;0.071428571;0.923076923;S;0
828;HD;8;8;NH;0;3;A;NA;993;27;3;0.575;3;4;;Other;10;Catholic;1;7;8;318;L;0.234;0;East Coast;EXISTING;47;993;1;225;225;Middle;Middle;April;H;1;0.147798742;0.921568627;S;1
829;HD;8;8;IA;0;3;A;FR;1317;11;1;0.786;1;2;A;Other;8;CHD;0;9;12;;P;0.214;0;East Coast;EXISTING;14;1317;0;NA;NA;Middle;Middle;April;H;1;NA;0.875;;1
830;HD;7;8;IA;1;3;A;FR;1322;9;0;0.563;1;1;B;Other;10;PUBLIC;1;6;12;422;J;0.438;0;East Coast;EXISTING;16;1322;2;365;196;Middle;Middle;April;H;0;0.037914692;0.941176471;S-M;0
831;HD;7;8;IA;1;4;A;CP;1499;33;4;0.524;6;5;B;Other;10;PUBLIC;1;5;8;250;K;0.381;0;East Coast;EXISTING;63;1499;1;210;210;Middle;Middle;April;H;0;0.252;0.926470588;S;0
832;HS;4;4;CA;0;1;A;NA;419;2;0;0.222;0;1;C;Southern California;4;PUBLIC;1;PK;5;895;C;0;0;CA History;NEW;9;419;2;314;209;Elementary;Elementary;April;H;1;0.010055866;0.9;L;0
833;HS;3;5;CA;1;1;A;FR;419;7;2;0.636;2;1;;Southern California;11;CHD;1;PK;8;100;K;0.273;1;CA History;NEW;11;419;2;350;239;Elementary;Elementary;April;H;0;0.11;0.916666667;S;0
834;HS;5;5;CA;0;1;A;NA;400;61;9;0.462;11;4;;Southern California;5;Private non-Christian;0;PK;8;360;P;0.182;1;CA History;EXISTING;132;400;0;NA;NA;Elementary;Elementary;April;H;1;0.366666667;0.970588235;S-M;1
835;HD;8;8;PA;0;3;B;NA;570;33;0;0.471;0;4;B;Other;2;PUBLIC;1;5;8;860;I;0.114;0;East Coast;EXISTING;70;570;1;214;214;Middle;Middle;April;H;1;0.081395349;0.945945946;L;1
836;HD;8;8;CA;0;5;A;NA;1802;28;4;0.539;5;5;B;Southern California;5;PUBLIC;1;6;8;787;Q;0.192;0;East Coast;EXISTING;52;1802;1;196;196;Middle;Middle;April;H;1;0.066073698;0.912280702;M-L;1
837;HC;8;8;LA;0;6;B;NA;1200;16;3;0.615;2;5;C;Other;10;PUBLIC;1;5;8;426;F;0.192;0;East Coast;EXISTING;26;1200;1;217;217;Middle;Middle;April;H;1;0.061032864;0.838709677;S-M;0
838;SC;6;8;CA;1;7;A;NA;2459;13;0;0.52;0;1;B;Northern California;6;PUBLIC;1;6;8;1026;Q;0.16;0;Costa Rica;EXISTING;25;2459;1;203;203;Middle;Middle;April;S;0;0.024366472;0.961538462;L;0
839;HZ;8;9;AB;0;4;A;SA;1799;0;0;0;4;1;;Other;7;CHD;1;;NA;;;0;1;CA History;NEW;19;1799;1;212;212;Middle;High;April;H;0;NA;0.95;;0
840;HD;8;8;CA;0;7;A;NA;2195;18;3;0.529;5;3;;Southern California;5;Catholic;1;K;8;313;O;0.206;0;East Coast;EXISTING;34;2195;1;220;220;Middle;Middle;April;H;1;0.108626198;0.918918919;S;0
841;HS;4;4;CA;0;1;A;NA;399;34;8;0.694;15;5;B;Southern California;4;PUBLIC;0;K;5;647;P;0.225;0;CA History;NEW;49;399;0;NA;NA;Elementary;Elementary;April;H;1;0.075734158;0.907407407;M-L;1
842;SC;7;8;CA;0;7;A;NA;2434;14;4;0.737;5;2;C;Southern California;7;PUBLIC;1;6;8;900;O;0.105;0;Costa Rica;NEW;19;2434;2;346;325;Middle;Middle;April;S;0;0.021111111;0.904761905;L;0
843;SC;9;12;WA;1;7;A;NA;2569;34;5;0.739;6;3;;Pacific Northwest;8;Catholic;1;9;12;530;O;0.261;0;Costa Rica;EXISTING;46;2569;1;206;206;High;High;April;S;0;0.086792453;0.93877551;S-M;0
844;HD;8;8;CA;0;5;A;FR;2039;21;3;0.477;5;5;C;Northern California;5;CHD;1;K;8;;H;0.273;0;East Coast;EXISTING;44;2039;1;228;228;Middle;Middle;April;H;1;NA;0.897959184;;1
845;HC;7;8;CA;1;6;A;NA;2161;20;8;0.476;10;4;B;Northern California;5;PUBLIC;1;K;8;500;O;0.262;0;East Coast;NEW;42;2161;1;208;208;Middle;Middle;April;H;0;0.084;0.913043478;S-M;0
846;HC;8;8;CA;0;5;A;NA;2558;13;1;0.482;2;3;C;Southern California;5;PUBLIC;1;6;8;1100;P;0.037;0;East Coast;EXISTING;27;2558;2;397;200;Middle;Middle;April;H;1;0.024545455;0.9;L;1
847;HD;6;8;WA;1;5;A;NA;2199;16;0;0.533;0;3;;Pacific Northwest;10;Catholic;1;K;8;225;L;0.2;0;East Coast;EXISTING;30;2199;2;361;187;Middle;Middle;April;H;0;0.133333333;0.909090909;S;0
848;SM;3;8;AK;0;6;A;NA;2499;5;2;0.208;6;2;B;Other;4;PUBLIC;0;K;8;165;O;0.042;0;Science;NEW;24;2499;0;NA;NA;Elementary;Middle;April;S;0;0.145454545;0.923076923;S;0
849;HD;5;8;LA;0;6;B;NA;927;51;2;0.864;4;6;C;Other;1;PUBLIC;1;PK;8;182;H;0.407;0;East Coast;NEW;59;927;2;404;206;Elementary;Middle;April;H;0;0.324175824;0.907692308;S;0
850;HD;8;8;CA;0;5;A;NA;1999;24;0;0.686;1;4;;Northern California;5;Catholic;1;K;8;620;O;0.314;0;East Coast;EXISTING;35;1999;1;220;220;Middle;Middle;April;H;1;0.056451613;0.897435897;M-L;1
851;CD;7;8;CA;1;5;A;NA;1998;18;4;0.487;8;2;;Southern California;10;CHD;1;PK;8;168;P;0.297;0;East Coast;NEW;37;1998;2;362;347;Middle;Middle;April;C;0;0.220238095;0.948717949;S;0
852;HD;8;8;CA;1;5;A;NA;1979;9;1;0.474;2;2;;Southern California;5;PUBLIC;1;PK;8;;J;0.263;0;East Coast;EXISTING;19;1979;2;436;235;Middle;Middle;April;H;1;NA;0.904761905;;0
853;HD;8;8;CA;0;5;A;NA;2034;27;3;0.711;3;3;;Northern California;5;Catholic;1;K;8;325;N;0.29;0;East Coast;EXISTING;38;2034;1;377;377;Middle;Middle;April;H;1;0.116923077;0.926829268;S;1
854;HC;7;8;CA;1;5;A;NA;2523;16;8;0.533;12;4;B;Northern California;5;PUBLIC;1;6;8;621;K;0.2;0;East Coast;NEW;30;2523;2;244;235;Middle;Middle;April;H;0;0.048309179;0.882352941;M-L;0
855;HD;8;8;CA;0;5;A;FR;1938;26;3;0.634;3;3;B;Northern California;5;PUBLIC;1;7;8;777;P;0.268;0;East Coast;EXISTING;41;1938;1;227;227;Middle;Middle;April;H;1;0.052767053;0.931818182;M-L;1
856;HD;8;8;CA;0;5;A;NA;2019;20;5;0.714;6;2;C;Southern California;5;PUBLIC;1;K;8;1200;O;0.25;0;East Coast;NEW;28;2019;1;207;207;Middle;Middle;April;H;1;0.023333333;0.933333333;L;0
857;CD;NA;NA;WI;0;6;B;NA;859;30;2;0.492;0;4;;Other;5;Catholic;1;PK;8;461;I;0.328;0;East Coast;NEW;61;859;1;201;201;Undefined;Undefined;April;C;0;0.132321041;0.938461538;S-M;1
858;HC;8;8;CA;0;7;A;FR;3027;25;11;0.61;11;5;C;Northern California;5;CHD;1;7;8;;N;0.268;0;East Coast;EXISTING;41;3027;1;228;228;Middle;Middle;April;H;1;NA;0.891304348;;1
859;HC;8;8;CA;0;7;A;NA;2314;40;19;0.571;26;6;;Southern California;5;CHD;1;K;8;800;J;0.471;1;East Coast;EXISTING;70;2314;1;208;208;Middle;Middle;April;H;1;0.0875;0.921052632;M-L;1
860;HD;7;8;WA;1;6;A;NA;2213;36;0;0.643;1;3;;Pacific Northwest;5;Catholic;1;K;8;521;H;0.304;0;East Coast;EXISTING;56;2213;1;220;220;Middle;Middle;April;H;0;0.107485605;0.949152542;S-M;0
861;HD;8;8;CT;0;4;B;NA;725;37;5;0.698;10;4;B;Other;10;PUBLIC;1;7;8;800;N;0.264;0;East Coast;EXISTING;53;725;1;223;223;Middle;Middle;April;H;1;0.06625;0.929824561;M-L;1
862;HD;8;8;TX;1;4;A;FR;1810;9;2;0.643;4;2;;Houston;10;CHD;1;PK;8;182;L;0.214;0;East Coast;EXISTING;14;1810;1;242;242;Middle;Middle;April;H;1;0.076923077;0.875;S;0
863;HD;8;8;LA;0;5;A;NA;1602;2;3;0.333;4;2;C;Other;10;PUBLIC;0;5;8;227;E;0.333;0;East Coast;EXISTING;6;1602;0;NA;NA;Middle;Middle;April;H;1;0.026431718;0.75;S;1
864;CD;NA;NA;Bermuda;0;5;A;NA;1888;8;6;0.727;10;2;;Other;9;CHD;1;;NA;;;0;0;East Coast;NEW;11;1888;1;172;172;Undefined;Undefined;April;C;0;NA;0.846153846;;0
865;HD;8;8;CA;0;5;A;NA;1880;14;4;0.452;7;3;B;Southern California;5;PUBLIC;1;7;8;750;O;0.194;0;East Coast;EXISTING;31;1880;1;230;230;Middle;Middle;April;H;1;0.041333333;0.911764706;M-L;1
866;HC;7;8;CA;0;5;A;NA;2211;9;3;0.391;3;3;B;Northern California;5;PUBLIC;1;6;8;330;J;0.087;0;East Coast;EXISTING;23;2211;1;235;235;Middle;Middle;April;H;0;0.06969697;0.884615385;S;0
867;HD;6;6;CA;0;5;A;SA;1975;0;0;0;0;5;;Southern California;4;Private non-Christian;1;K;6;283;M;0;0;East Coast;EXISTING;46;1975;1;234;234;Middle;Middle;April;H;1;0.16254417;0.901960784;S;1
868;HD;8;8;IL;0;4;B;NA;769;56;1;0.539;2;18;C;Other;1;PUBLIC;1;7;12;2000;M;0.125;0;East Coast;NEW;104;769;1;181;181;Middle;Middle;April;H;1;0.052;0.852459016;L;1
869;CD;8;8;CA;0;5;A;NA;1897;11;3;0.367;4;3;;Southern California;5;CHD;0;7;12;700;Z;0.333;0;East Coast;EXISTING;30;1897;0;NA;NA;Middle;Middle;April;C;1;0.042857143;0.909090909;M-L;1
870;HD;7;7;AL;0;3;B;NA;810;50;3;0.633;4;6;A;Other;10;PUBLIC;1;7;9;1500;O;0.317;0;East Coast;EXISTING;79;810;1;215;215;Middle;Middle;April;H;1;0.052666667;0.929411765;L;1
871;HD;8;8;WA;0;5;A;FR;1992;10;6;0.588;7;2;;Pacific Northwest;10;Catholic;1;PK;8;172;F;0.118;0;East Coast;EXISTING;17;1992;2;368;228;Middle;Middle;April;H;1;0.098837209;0.894736842;S;0
872;HD;7;8;CA;0;5;A;NA;1999;4;3;0.4;7;1;;Southern California;10;Catholic;1;PK;8;164;K;0.2;0;East Coast;NEW;10;1999;2;349;215;Middle;Middle;April;H;0;0.06097561;0.909090909;S;0
873;HD;8;8;CA;0;5;A;NA;1999;2;1;0.333;3;1;;Southern California;5;Catholic;1;K;8;282;M;0.333;0;East Coast;NEW;6;1999;2;362;216;Middle;Middle;April;H;1;0.021276596;0.857142857;S;1
874;HD;8;8;CA;0;5;A;NA;1999;15;2;0.682;5;3;;Southern California;10;Catholic;1;K;8;172;L;0.227;0;East Coast;NEW;22;1999;1;271;271;Middle;Middle;April;H;1;0.127906977;0.88;S;1
875;HD;8;8;CA;0;5;A;NA;1920;27;1;0.75;0;2;;Southern California;5;Catholic;1;PK;8;350;P;0.306;0;East Coast;EXISTING;36;1920;1;221;221;Middle;Middle;April;H;1;0.102857143;0.947368421;S-M;1
876;SK;6;8;CA;0;5;A;NA;1855;12;1;0.75;1;1;B;Southern California;6;PUBLIC;1;6;8;500;O;0.125;0;Science;EXISTING;16;1855;2;340;214;Middle;Middle;April;S;0;0.032;0.941176471;S-M;1
877;HD;8;8;CA;0;5;A;NA;2015;24;5;0.8;4;3;B;Northern California;5;PUBLIC;1;6;8;841;P;0.3;0;East Coast;EXISTING;30;2015;1;215;215;Middle;Middle;April;H;1;0.035671819;0.909090909;L;1
878;HD;8;8;CA;0;5;A;NA;2029;16;1;0.941;1;2;;Northern California;5;Catholic;1;K;8;270;Q;0.118;0;East Coast;NEW;17;2029;2;364;214;Middle;Middle;April;H;1;0.062962963;0.894736842;S;1
879;HD;7;8;CA;1;5;A;NA;2048;21;4;0.7;1;2;;Northern California;5;Catholic;1;PK;8;351;P;0.367;0;East Coast;EXISTING;30;2048;1;230;230;Middle;Middle;April;H;0;0.085470085;0.9375;S-M;1
880;CD;8;8;WI;1;5;A;NA;1570;12;2;0.923;2;1;;Other;1;CHD;0;PK;8;57;F;0;0;East Coast;NEW;13;1570;0;NA;NA;Middle;Middle;April;C;1;0.228070175;0.928571429;S;0
881;CD;8;8;CO;0;5;A;NA;1888;6;2;0.2;3;5;;Other;5;Catholic;1;PK;8;434;P;0.6;0;East Coast;NEW;30;1888;2;433;223;Middle;Middle;April;C;1;0.069124424;0.857142857;S-M;1
882;HD;9;11;CA;0;5;A;NA;1999;4;1;0.444;1;1;;Southern California;3;Private non-Christian;1;K;12;180;N;0.111;0;East Coast;NEW;9;1999;2;356;207;High;High;April;H;0;0.05;0.9;S;0
883;HD;8;8;CA;0;5;A;NA;2050;9;0;0.6;1;3;;Northern California;5;Catholic;1;K;8;290;Q;0.2;0;East Coast;EXISTING;15;2050;2;333;235;Middle;Middle;April;H;1;0.051724138;0.833333333;S;0
884;SM;4;8;CA;0;5;A;NA;2235;2;4;0.2;8;1;D;Southern California;4;PUBLIC;1;K;3;750;C;0.1;0;Science;EXISTING;10;2235;1;220;220;Elementary;Middle;April;S;0;0.013333333;0.909090909;M-L;1
885;HD;8;8;CA;0;5;A;NA;1939;22;4;0.759;8;2;;Northern California;5;Catholic;0;PK;8;590;M;0.207;0;East Coast;EXISTING;29;1939;0;NA;NA;Middle;Middle;April;H;1;0.049152542;0.935483871;M-L;0
886;HD;8;NA;CO;0;5;A;NA;1884;25;3;0.568;4;4;B;Other;10;PUBLIC;1;6;8;532;O;0.227;0;East Coast;EXISTING;44;1884;1;229;229;Middle;Undefined;April;H;0;0.082706767;0.916666667;S-M;1
887;HN;8;8;LA;0;5;A;NA;1939;4;3;0.333;5;1;B;Other;5;PUBLIC;0;7;8;650;M;0.333;0;East Coast;NEW;12;1939;0;NA;NA;Middle;Middle;April;H;1;0.018461538;0.923076923;M-L;1
888;HD;8;8;TN;0;5;B;NA;689;57;5;0.626;10;6;;Other;7;CHD;0;;NA;;;0.187;0;East Coast;EXISTING;91;689;0;NA;NA;Middle;Middle;April;H;1;NA;0.93814433;;1
889;HD;6;8;CA;0;5;A;NA;1999;1;5;0.077;10;1;;Southern California;5;Catholic;1;K;8;262;K;0;0;East Coast;NEW;13;1999;1;168;168;Middle;Middle;April;H;0;0.049618321;0.928571429;S;0
890;CD;NA;NA;TX;1;5;A;SA;1806;13;1;0.867;1;0;;Houston;10;CHD;0;PK;12;720;L;0;0;East Coast;EXISTING;15;1806;0;NA;NA;Undefined;Undefined;April;C;0;0.020833333;1;M-L;1
891;HD;6;6;IL;0;5;B;NA;1097;21;1;0.382;3;2;;Other;10;Catholic;1;K;8;340;A;0.091;1;East Coast;EXISTING;55;1097;1;215;215;Middle;Middle;April;H;1;0.161764706;0.964912281;S-M;1
892;HD;8;8;CA;0;5;A;NA;2149;26;4;0.684;4;5;B;Southern California;5;PUBLIC;1;6;8;1400;P;0.158;0;East Coast;EXISTING;38;2149;1;214;214;Middle;Middle;April;H;1;0.027142857;0.88372093;L;1
893;HD;8;8;CA;0;5;A;NA;2080;15;5;0.652;5;2;B;Northern California;5;PUBLIC;1;7;8;598;Q;0.261;0;East Coast;EXISTING;23;2080;1;214;214;Middle;Middle;April;H;1;0.038461538;0.92;M-L;1
894;HC;8;8;CA;0;6;A;NA;2211;19;3;0.514;4;3;B;Southern California;5;PUBLIC;1;6;8;1000;Q;0.189;0;East Coast;EXISTING;37;2211;1;202;202;Middle;Middle;April;H;1;0.037;0.925;L;1
895;CD;8;8;CA;0;6;A;NA;2090;7;1;0.28;2;1;;Northern California;5;Catholic;0;K;8;290;O;0.2;1;East Coast;EXISTING;25;2090;0;NA;NA;Middle;Middle;April;C;1;0.086206897;0.961538462;S;1
896;HD;8;8;CA;0;6;A;NA;2126;17;0;0.607;0;3;;Northern California;5;Catholic;1;PK;8;343;M;0.214;0;East Coast;EXISTING;28;2126;1;217;217;Middle;Middle;April;H;1;0.081632653;0.903225806;S-M;1
897;CD;8;8;CA;0;5;A;NA;2083;11;0;0.611;0;3;;Northern California;5;Catholic;1;K;8;285;O;0.167;0;East Coast;EXISTING;18;2083;2;412;235;Middle;Middle;April;C;1;0.063157895;0.857142857;S;1
898;CD;7;8;CA;1;6;A;NA;2033;13;7;0.482;7;3;;Southern California;5;CHD;1;PK;8;465;P;0.185;1;East Coast;EXISTING;27;2033;1;223;223;Middle;Middle;April;C;0;0.058064516;0.9;S-M;1
899;CD;8;8;WA;0;6;A;FR;2029;17;5;0.63;6;3;;Pacific Northwest;5;CHD;1;PK;12;1100;F;0.407;1;East Coast;EXISTING;27;2029;1;225;225;Middle;Middle;April;C;1;0.024545455;0.9;L;1
900;CD;8;8;WA;0;6;A;NA;1899;33;5;0.402;8;7;;Pacific Northwest;5;CHD;1;PK;12;1100;O;0.329;1;East Coast;EXISTING;82;1899;1;223;223;Middle;Middle;April;C;1;0.074545455;0.921348315;L;1
901;HC;8;8;CA;0;5;A;NA;2487;8;4;0.444;8;3;B;Southern California;5;PUBLIC;1;K;8;829;O;0.222;0;East Coast;EXISTING;18;2487;1;210;210;Middle;Middle;April;H;1;0.021712907;0.857142857;L;1
902;CD;8;8;OR;0;6;A;CP;1749;3;2;0.158;2;2;;Pacific Northwest;5;CHD;1;PK;12;700;I;0.053;0;East Coast;NEW;19;1749;1;167;167;Middle;Middle;April;C;1;0.027142857;0.904761905;M-L;1
903;HD;NA;NA;CA;0;7;A;SA;1999;0;0;0;1;0;;Southern California;7;CHD;0;;NA;;;0;0;East Coast;NEW;32;1999;0;NA;NA;Undefined;Undefined;April;H;0;NA;1;;0
904;HC;7;8;CA;0;7;A;NA;2689;15;2;0.556;3;2;;Northern California;10;Catholic;1;PK;8;250;K;0.222;0;East Coast;EXISTING;27;2689;1;243;243;Middle;Middle;April;H;0;0.108;0.931034483;S;1
905;HS;7;8;CA;0;3;B;FR;635;22;4;0.564;5;6;;Southern California;3;Private non-Christian;0;K;12;19;L;0.051;1;CA History;EXISTING;39;635;0;NA;NA;Middle;Middle;April;H;0;2.052631579;0.866666667;S;1
906;HD;7;8;IN;1;4;B;NA;930;5;0;0.5;0;1;;Other;10;Private non-Christian;0;PK;8;180;F;0;0;East Coast;EXISTING;10;930;0;NA;NA;Middle;Middle;April;H;0;0.055555556;0.909090909;S;0
907;HD;7;8;IN;1;4;B;SA;930;0;0;0;1;1;;Other;10;Private non-Christian;0;PK;8;180;F;0;0;East Coast;EXISTING;20;930;0;NA;NA;Middle;Middle;April;H;0;0.111111111;0.952380952;S;0
908;HD;8;8;FL;0;4;A;NA;1516;2;2;0.667;1;1;C;Other;1;PUBLIC;1;6;8;673;C;0;0;East Coast;EXISTING;3;1516;1;348;348;Middle;Middle;April;H;1;0.004457652;0.75;M-L;1
909;HD;8;8;MA;0;4;B;FR;729;124;6;0.633;10;22;E;Other;5;PUBLIC;0;6;8;620;Q;0.174;1;East Coast;EXISTING;196;729;0;NA;NA;Middle;Middle;April;H;1;0.316129032;0.899082569;M-L;1
910;HD;8;8;NY;0;4;T;NA;1114;4;1;0.308;2;2;0;Other;2;Private non-Christian;1;PK;8;309;C;0.154;0;East Coast;EXISTING;13;1114;1;222;222;Middle;Middle;April;H;1;0.042071197;0.866666667;S;0
911;HD;8;8;MI;0;4;A;NA;959;44;1;0.657;3;11;B;Other;5;PUBLIC;1;6;8;476;N;0.194;0;East Coast;EXISTING;67;959;1;222;222;Middle;Middle;April;H;1;0.140756303;0.858974359;S-M;0
912;HD;6;6;LA;0;4;A;NA;1436;22;1;0.647;3;2;C;Other;4;PUBLIC;1;PK;6;932;N;0.265;0;East Coast;EXISTING;34;1436;2;378;243;Middle;Middle;April;H;1;0.036480687;0.944444444;L;1
913;CD;7;7;AR;0;4;A;NA;1582;12;1;0.6;1;2;;Other;1;Catholic;1;PK;7;285;F;0.2;0;East Coast;EXISTING;20;1582;1;223;223;Middle;Middle;April;C;1;0.070175439;0.909090909;S;1
914;HN;8;8;FL;0;4;A;FR;1745;4;12;0.444;12;4;C;Other;4;PUBLIC;1;K;5;450;E;0.222;0;East Coast;EXISTING;9;1745;1;229;229;Middle;Middle;April;H;1;0.02;0.692307692;S-M;1
915;CD;8;8;AZ;0;4;A;NA;1796;7;0;0.467;2;1;;Other;4;Catholic;1;PK;5;108;B;0.267;0;East Coast;NEW;15;1796;2;397;243;Middle;Middle;April;C;1;0.138888889;0.9375;S;1
916;HD;7;7;CA;0;4;A;NA;1851;2;0;0.25;0;1;;Southern California;9;Private non-Christian;1;PK;8;105;P;0.125;0;East Coast;NEW;8;1851;1;209;209;Middle;Middle;April;H;1;0.076190476;0.888888889;S;1
917;HD;6;8;LA;0;4;A;NA;1587;15;0;0.714;3;2;C;Other;10;PUBLIC;1;6;8;926;C;0.048;0;East Coast;NEW;21;1587;1;209;209;Middle;Middle;April;H;0;0.022678186;0.913043478;L;0
918;HD;8;8;TN;0;5;B;NA;732;43;6;0.642;7;10;C;Other;10;PUBLIC;1;6;8;561;K;0.194;0;East Coast;EXISTING;67;732;1;218;218;Middle;Middle;April;H;1;0.11942959;0.87012987;S-M;1
919;HD;8;8;TN;0;5;B;CP;682;28;3;0.651;9;3;C;Other;10;PUBLIC;1;6;8;696;G;0.07;0;East Coast;EXISTING;43;682;1;209;209;Middle;Middle;April;H;1;0.061781609;0.934782609;M-L;1
920;HD;7;8;TN;0;4;B;FR;656;4;1;0.667;3;1;C;Other;2;PUBLIC;1;6;8;398;F;0.167;0;East Coast;EXISTING;6;656;2;229;215;Middle;Middle;April;H;0;0.015075377;0.857142857;S-M;1
921;HD;7;7;IL;0;4;A;NA;1455;54;8;0.667;8;8;B;Other;10;PUBLIC;1;6;8;822;N;0.173;0;East Coast;EXISTING;81;1455;1;222;222;Middle;Middle;April;H;1;0.098540146;0.91011236;L;1
922;HD;8;8;CA;0;5;A;NA;2039;16;4;0.762;2;2;;Northern California;5;Catholic;1;K;8;518;I;0.095;0;East Coast;EXISTING;21;2039;2;362;243;Middle;Middle;April;H;1;0.040540541;0.913043478;S-M;1
923;HD;7;8;CA;0;5;A;NA;2170;2;1;0.25;4;1;C;Northern California;5;PUBLIC;1;K;8;796;D;0.25;0;East Coast;NEW;8;2170;2;391;236;Middle;Middle;April;H;0;0.010050251;0.888888889;M-L;1
924;HX;5;7;CA;1;5;A;NA;2188;7;1;0.875;5;2;C;Southern California;5;PUBLIC;0;K;8;1030;P;0.25;1;CA History;EXISTING;8;2188;0;NA;NA;Elementary;Middle;April;H;0;0.00776699;0.8;L;1
925;HD;7;8;CA;0;5;A;NA;1952;2;2;0.2;3;1;;Northern California;5;Catholic;1;K;8;188;E;0.5;0;East Coast;NEW;10;1952;1;243;243;Middle;Middle;April;H;0;0.053191489;0.909090909;S;0
926;HD;6;8;CA;0;5;A;NA;1999;8;2;0.364;4;2;;Southern California;5;Catholic;1;K;8;300;C;0.091;0;East Coast;NEW;22;1999;1;208;208;Middle;Middle;April;H;0;0.073333333;0.916666667;S;0
927;HD;7;8;CA;0;5;A;NA;1999;4;5;0.571;7;2;C;Northern California;10;PUBLIC;1;7;8;792;H;0;0;East Coast;NEW;7;1999;2;377;237;Middle;Middle;April;H;0;0.008838384;0.777777778;M-L;0
928;HD;9;10;OR;0;5;A;NA;1868;2;4;0.286;4;1;C;Pacific Northwest;8;PUBLIC;1;9;12;875;H;0.143;0;East Coast;NEW;7;1868;1;231;231;High;High;April;H;0;0.008;0.875;L;0
929;HD;8;8;FL;0;5;B;NA;815;36;5;0.507;6;8;B;Other;10;PUBLIC;1;6;8;812;L;0.155;0;East Coast;EXISTING;71;815;1;229;229;Middle;Middle;April;H;1;0.087438424;0.898734177;L;1
930;HC;NA;NA;CA;0;5;A;NA;2336;4;1;0.8;1;1;B;Northern California;5;PUBLIC;1;5;8;450;I;0.4;0;East Coast;NEW;5;2336;1;182;182;Undefined;Undefined;April;H;0;0.011111111;0.833333333;S-M;1
931;HD;7;8;CA;1;5;A;NA;1895;24;7;0.5;7;3;B;Northern California;5;PUBLIC;1;5;12;360;O;0.229;0;East Coast;EXISTING;48;1895;1;216;216;Middle;Middle;April;H;0;0.133333333;0.941176471;S-M;0
932;HC;8;8;CA;0;5;A;NA;2165;4;0;0.444;0;1;;Southern California;10;Catholic;1;PK;8;183;L;0.333;0;East Coast;EXISTING;9;2165;1;211;211;Middle;Middle;April;H;1;0.049180328;0.9;S;1
933;HC;7;8;LA;0;5;A;NA;1659;32;9;0.821;11;5;C;Other;10;PUBLIC;1;6;8;370;J;0.154;0;East Coast;NEW;39;1659;1;223;223;Middle;Middle;April;H;0;0.105405405;0.886363636;S-M;1
